,Name,Type,Location,Price,Price Category
2075,MEGADANZ® (HealthierSG),Fitness & Wellness,Sengkang CC,~105.0,$$$
2076,PA Kiddies: Sports Warrior For All,Fitness & Wellness,Sengkang CC,~105.0,$$$
2077,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Sengkang CC,~95.0,$$
2078,Ramadan Porridge Distribution 150325,Social & Community Events,Sengkang CC,0.0,Free
2079,Ramadan Porridge Distribution 160325,Social & Community Events,Sengkang CC,0.0,Free
2080,Sengkang CC SCEC - Balik Kampung x National Museum of Singapore Programme,Social & Community Events,Sengkang CC,0.0,Free
2081,Sengkang GRC Bowling Tournament 2025 - 6 April 2025,Social & Community Events,Sengkang CC,100.0,$$
2082,Sengkang North - $0.00 Legal Clinic - March 2025,Social & Community Events,Sengkang CC,0.0,Free
2083,Sengkang North C2E- Mass CPR/AED Certification Course,Workshops & Classes,Sengkang CC,3.0,$
2084,Sengkang North Eco Fest 2025 - Eco-Friendly Workshops,Workshops & Classes,Sengkang CC,18.0,$
2085,Sengkang North Eco Fest 2025 - Sungei Buloh Nature Walk,Social & Community Events,Sengkang CC,3.0,$
2086,Sengkang North Eco Fest 2025 - Vermicomposting Workshop,Workshops & Classes,Sengkang CC,3.0,$
2087,Sengkang North Eco Fest 2025 (For Participated Booths Only),Social & Community Events,Sengkang CC,15.0,$
2088,Sengkang North Family Walk - 30 March 2025,Social & Community Events,Sengkang CC,5.0,$
2089,Social Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Sengkang CC,~95.0,$$
2090,Tamil New Year Celebration 2025,Social & Community Events,Sengkang CC,12.0,$
2091,Yin Yoga (HealthierSG),Fitness & Wellness,Sengkang CC,~85.0,$$
2092,Yoga Stretch (HealthierSG),Fitness & Wellness,Sengkang CC,~85.0,$$
2093,Zumba® Fitness (HealthierSG),Fitness & Wellness,Sengkang CC,~95.0,$$
2094,Lowrey Piano (Beginner),Workshops & Classes,Sengkang West Zone C RN,308.0,$$$
2095,Lowrey Piano (Grade 1A),Workshops & Classes,Sengkang West Zone C RN,339.0,$$$
2096,Lowrey Piano (Grade 3A),Workshops & Classes,Sengkang West Zone C RN,408.0,$$$
2097,Lowrey Piano (Grade 5),Workshops & Classes,Sengkang West Zone C RN,591.0,$$$
2098,Lowrey Piano 7A,Workshops & Classes,Sengkang West Zone C RN,726.0,$$$
2099,Sengkang West Zone C Movie Night (March 2025),Social & Community Events,Sengkang West Zone C RN,0.0,Free
2100,Funday with Us @ ECP - Sengkang West Zone D RN,Social & Community Events,Sengkang West Zone D RN,12.0,$
2101,Fun with Keyboard,Workshops & Classes,Sengkang West Zone E RN,216.0,$$$
2102,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Sengkang West Zone E RN,50.0,$
2103,Sengkang West Zone K RN Central Fire Station & Civil Defence Heritage Gallery Tour,Social & Community Events,Sengkang West Zone K RN,2.0,$
2104,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Sengkang West Zone L RN,80.0,$$
2105,Aroma Stretch (Intermediate) (HealthierSG) (Senja-Cashew),Fitness & Wellness,Senja-Cashew CC,~113.0,$$$
2106,Badminton (HealthierSG) (Senja-Cashew),Fitness & Wellness,Senja-Cashew CC,~103.0,$$$
2107,Cashew $1 Deal (Horlicks - 28g x 10 packs & Wholemeal Crackers - 23g x 10 packs),Social & Community Events,Senja-Cashew CC,1.0,$
2108,Cashew Cultural Harmony Night 2025,Social & Community Events,Senja-Cashew CC,5.0,$
2109,Cashew Outing @ Rainforest Wild Asia,Social & Community Events,Senja-Cashew CC,~25.0,$
2110,$0.00 Haircut for Cashew Senior Citizens and Mobility Aid Users - 26 March 2025,Social & Community Events,Senja-Cashew CC,0.0,Free
2111,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Senja-Cashew CC,~67.5,$$
2112,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Senja-Cashew CC,~55.0,$$
2113,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Senja-Cashew CC,~42.5,$
2114,Silat (HealthierSG),Fitness & Wellness,Senja-Cashew CC,~15.0,$
2115,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Senja-Cashew CC,~42.5,$
2116,Yin Yoga (HealthierSG),Fitness & Wellness,Senja-Cashew CC,~87.5,$$
2117,Movie Bus: Kung Fu Panda 4 @ Sennett Estate,Social & Community Events,Sennett Estate RN,3.0,$
2118,Sennett Community Harvest Hub 1st Anniversary Open House,Social & Community Events,Sennett Estate RN,0.0,Free
2119,Sherwood Towers Goat Farm Tour,Social & Community Events,Sherwood Towers NC,10.0,$
2120,Sherwood Towers Nippon Koi Farm Tour,Social & Community Events,Sherwood Towers NC,10.0,$
2121,(Kidz Club) Badminton - P1 to P6 [Mar 2025],Social & Community Events,Siglap CC,10.0,$
2122,(Kidz Club) Baking - K1 to P3 [Mar 2025],Social & Community Events,Siglap CC,15.0,$
2123,(Kidz Club) Drama-Mandarin - N1 to P6 [Mar 2025],Social & Community Events,Siglap CC,2.0,$
2124,"(Kidz Club) Futsal - N1 to P2 [Mar 2025, 5pm]",Social & Community Events,Siglap CC,2.0,$
2125,"(Kidz Club) Futsal - N1 to P2 [Mar 2025, 6pm]",Social & Community Events,Siglap CC,2.0,$
2126,"(Kidz Club) Futsal - P3 to P6 [Mar 2025, 4pm]",Social & Community Events,Siglap CC,2.0,$
2127,(Kidz Club) Handicraft (Paper) - K2 to P6 [Mar 2025],Social & Community Events,Siglap CC,~3.0,$
2128,(Kidz Club) Hip Hop - K2 to P6 [Mar 2025],Social & Community Events,Siglap CC,12.0,$
2129,(Kidz Club) Kids Gym - N1 to P6 [Mar 2025],Social & Community Events,Siglap CC,15.0,$
2130,(Kidz Club) K-Pop Dance - K2 to P6 [Mar 2025],Social & Community Events,Siglap CC,12.0,$
2131,(Kidz Club) Push Bike - N1 to K2 [Mar 2025],Social & Community Events,Siglap CC,2.0,$
2132,(Kidz Club) Taekwondo - K1 to P6 [Mar 2025],Social & Community Events,Siglap CC,~3.0,$
2133,Harmonica (Adult),Workshops & Classes,Siglap CC,~105.0,$$$
2134,I000031959 - Siglap CSC Badminton IG (March 2025),Social & Community Events,Siglap CC,10.0,$
2135,I000031960- Siglap CSC Futsal IG (Mar 2025),Social & Community Events,Siglap CC,6.0,$
2136,International Women's Day 2025,Social & Community Events,Siglap CC,0.0,Free
2137,Kidz Club - Spanish Culture & Language (K1 to P3) [Mar 2025],Social & Community Events,Siglap CC,2.0,$
2138,Kidz Club Children First Aid,Social & Community Events,Siglap CC,7.0,$
2139,Kidz Club Terrarium,Social & Community Events,Siglap CC,15.0,$
2140,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Siglap CC,~100.0,$$
2141,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Siglap CC,~97.5,$$
2142,Taijiquan (HealthierSG),Fitness & Wellness,Siglap CC,~71.0,$$
2143,WEC Travel Buddies Connect IG,Social & Community Events,Siglap CC,3.0,$
2144,Wushu - Ke Jia Quan (HealthierSG),Fitness & Wellness,Siglap CC,~45.0,$
2145,[AAC] DIY Photo Frame Workshop @ Joo Chiat,Workshops & Classes,Siglap South CC,0.0,Free
2146,[AAC] Introduction to Sound Therapy Instruments @ Joo Chiat,Social & Community Events,Siglap South CC,0.0,Free
2147,[AAC-OESRN-OESLRN] A Walk Together at Mandai Boardwalk,Social & Community Events,Siglap South CC,2.0,$
2148,[CSN] Bicycle Maintenance Workshop,Workshops & Classes,Siglap South CC,0.0,Free
2149,[Joo Chiat CACC] SOUNDCHECK 2025 by PAssionArts AudioImage Wind Ensemble,Social & Community Events,Siglap South CC,5.0,$
2150,[WEC] Paint-a-Picture Jamming (19 Apr 2025),Social & Community Events,Siglap South CC,12.0,$
2151,[WEC] Paint-a-Picture Jamming (22 Mar 2025),Social & Community Events,Siglap South CC,12.0,$
2152,[YN] Beach Clean Up - 29 Mar 2025,Social & Community Events,Siglap South CC,0.0,Free
2153,Aikido (HealthierSG) (Siglap South),Fitness & Wellness,Siglap South CC,~109.5,$$$
2154,BALLET (CHILDREN) - ADVANCED 1 BY SANDRAHO DANCE,Workshops & Classes,Siglap South CC,~465.0,$$$
2155,BALLET (CHILDREN) - ADVANCED 2 BY SANDRAHO DANCE,Workshops & Classes,Siglap South CC,~465.0,$$$
2156,Barre (HealthierSG),Fitness & Wellness,Siglap South CC,~140.0,$$$
2157,Easter Party @ Siglap South CC 2025,Social & Community Events,Siglap South CC,10.0,$
2158,Fun Gymnastics For Kids,Fitness & Wellness,Siglap South CC,~122.5,$$$
2159,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Siglap South CC,~85.0,$$
2160,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Siglap South CC,~67.5,$$
2161,Krav Maga Self-Defense (HealthierSG),Fitness & Wellness,Siglap South CC,~142.5,$$$
2162,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Siglap South CC,~62.5,$$
2163,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Siglap South CC,~62.5,$$
2164,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Siglap South CC,~105.0,$$$
2165,Piloxing ® (HealthierSG),Fitness & Wellness,Siglap South CC,~62.5,$$
2166,SSCC WEC International Women's Day Botanic Beats,Social & Community Events,Siglap South CC,5.0,$
2167,Zumba® Fitness (HealthierSG),Fitness & Wellness,Siglap South CC,~92.5,$$
2168,National Orchid Garden,Outdoor & Nature,Singapore Botanic Gardens,0.0,Free
2169,Chinatown Food Street,Cultural & Heritage,Smith Street,0.0,Free
2170,Southaven Outing to Gardens by the Bay,Social & Community Events,Southaven Ii NC,10.0,$
2171,[Limbang - SMP & CSN] Brisk Walk: Jan 2025 to Dec 2025,Social & Community Events,Stagmont Park RN,5.0,$
2172,[Limbang - SMP & SMV] Stagmont Salam Lebaran,Social & Community Events,Stagmont Park RN,3.0,$
2173,[Limbang - SMP] Community Jog-Day Friday,Social & Community Events,Stagmont Park RN,0.0,Free
2174,Chair Yoga (HealthierSG) (Stagmont),Fitness & Wellness,Stagmont Park RN,~42.5,$
2175,"[Limbang - SMV] 753 Karaoke (1-29 March 2025, Saturday Nite)",Social & Community Events,Stagmont View RN,3.0,$
2176,"[Limbang - SMV] 753 Karaoke (1-29 March 2025, Saturday PM)",Social & Community Events,Stagmont View RN,3.0,$
2177,"[Limbang - SMV] 753 Karaoke (3 - 31 March 2025, Monday, Nite)",Social & Community Events,Stagmont View RN,3.0,$
2178,"[Limbang - SMV] 753 Karaoke (3 -31 March 2025, Monday PM)",Social & Community Events,Stagmont View RN,3.0,$
2179,[Limbang- SMV & CSN] Brisk Walk @ Mandai Boardwalk,Social & Community Events,Stagmont View RN,2.0,$
2180,Recreational Karaoke Dialect Singing (Hokkien),Workshops & Classes,Stagmont View RN,80.0,$$
2181,SRN Movie Night - 16 March 2025,Social & Community Events,Stirling RN,3.0,$
2182,Back to School Carnival @ the Park,Social & Community Events,Sunset Way NC,5.0,$
2183,True Fitness - Suntec City,Fitness & Wellness,"Suntec City Mall, Postal Code: 38983",95.0,$$
2184,Fitness First - Suntec City,Fitness & Wellness,"Suntec City, Postal Code: 38983",150.0,$$$
2185,Aikido (HealthierSG) (Taman Jurong),Fitness & Wellness,Taman Jurong CC,~52.5,$$
2186,Dragon Boat Try-Out @ Jurong Lake Gardens,Social & Community Events,Taman Jurong CC,5.0,$
2187,Erhu (Adult) - Elementary,Workshops & Classes,Taman Jurong CC,~102.5,$$$
2188,Erhu (Adult) - Intermediate,Workshops & Classes,Taman Jurong CC,~102.5,$$$
2189,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Taman Jurong CC,~77.5,$$
2190,Karate (HealthierSG),Fitness & Wellness,Taman Jurong CC,~92.5,$$
2191,Kayak in Nature (20 April 2025),Social & Community Events,Taman Jurong CC,15.0,$
2192,Learn to Swim (February 2025 to May 2025),Social & Community Events,Taman Jurong CC,240.0,$$$
2193,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Taman Jurong CC,~102.5,$$$
2194,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Taman Jurong CC,~187.5,$$$
2195,Taijiquan (HealthierSG),Fitness & Wellness,Taman Jurong CC,~52.5,$$
2196,Taman Jurong March School Holiday Family Carnival,Social & Community Events,Taman Jurong CC,3.0,$
2197,Wushu (HealthierSG),Fitness & Wellness,Taman Jurong CC,~87.0,$$
2198,Let's Brisk Walk @ Jurong Lake Gardens 2025,Social & Community Events,Taman Jurong Zone D RC,0.0,Free
2199,Taekwondo (Singapore Taekwondo Academy) (HealthierSG),Fitness & Wellness,Taman Jurong Zone D RC,60.0,$$
2200,ZD Mar Briskwalking at MacRitchie,Social & Community Events,Taman Jurong Zone D RC,3.0,$
2201,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Tampines Arcadia RN,~85.0,$$
2202,Ukulele - Beginner,Workshops & Classes,Tampines Arcadia RN,100.0,$$
2203,Sun Plaza Park,Outdoor & Nature,"Tampines Avenue 7, Tampines Avenue 9",0.0,Free
2204,Aikido (HealthierSG) (Tampines Central),Fitness & Wellness,Tampines Central CC,~85.0,$$
2205,Baking Made Easy (Tampines Central),Food & Beverage,Tampines Central CC,~40.0,$
2206,Ballroom Latin (Adult) - Intermediate (HealthierSG) (Tampines Central),Workshops & Classes,Tampines Central CC,~102.5,$$$
2207,Ballroom Modern (Adult) - Elementary (HealthierSG) (Tampines Central),Workshops & Classes,Tampines Central CC,~52.5,$$
2208,Bento Workshop (Tampines Central),Food & Beverage,Tampines Central CC,~45.0,$
2209,Bollywood Dance For Children (Tampines Central),Workshops & Classes,Tampines Central CC,~85.0,$$
2210,Chair Yoga (HealthierSG) (Tampines Central),Fitness & Wellness,Tampines Central CC,80.0,$$
2211,Cookie Decorating,Food & Beverage,Tampines Central CC,~40.0,$
2212,Creative Baking Workshop for Children,Food & Beverage,Tampines Central CC,~30.0,$
2213,Crochet & Knitting (Stage I),Workshops & Classes,Tampines Central CC,~65.0,$$
2214,CSN - TAMPINES CENTRAL SPORTS FIESTA APRIL (2025),Social & Community Events,Tampines Central CC,4.0,$
2215,FASHION DESIGNING AND DRESSMAKING (MODULE 4 PART 3),Workshops & Classes,Tampines Central CC,~155.0,$$$
2216,Guitar Pop (Elementary),Workshops & Classes,Tampines Central CC,~133.0,$$$
2217,Hand Bouquet Design,Workshops & Classes,Tampines Central CC,~145.0,$$$
2218,Holi Re Holi 2025,Social & Community Events,Tampines Central CC,10.0,$
2219,Karate (HealthierSG),Fitness & Wellness,Tampines Central CC,~105.0,$$$
2220,Lebaran D' Vaganza,Social & Community Events,Tampines Central CC,~19.5,$
2221,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Tampines Central CC,~67.5,$$
2222,Muay Thai (HealthierSG),Fitness & Wellness,Tampines Central CC,~110.0,$$$
2223,Social Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Tampines Central CC,~52.5,$$
2224,Tampines Central CSN - KAYAKING DAY (APRIL 2025),Social & Community Events,Tampines Central CC,3.0,$
2225,Tampines Central CSN - Nature's Footstep Mandai Boardwalk (Mandai Wildlife Reserve Walk),Social & Community Events,Tampines Central CC,4.0,$
2226,TAMPINES CENTRAL CSN - SOLE POWER (APRIL 2025),Social & Community Events,Tampines Central CC,0.0,Free
2227,TAMPINES CENTRAL CSN - SPORTS FIESTA (MARCH 2025),Social & Community Events,Tampines Central CC,4.0,$
2228,TAMPINES CENTRAL CSN ENDURANCE WALK - 35KM (APRIL 2025),Social & Community Events,Tampines Central CC,3.0,$
2229,Tampines Central WEC x PUTIEN - Cooking Workshop March 2025,Workshops & Classes,Tampines Central CC,25.0,$
2230,Tampines Central WEC x Tampines Courtview RN Presents: Let's Boogie into The Sixties! (SG60),Social & Community Events,Tampines Central CC,6.0,$
2231,WEC - BALL-OON TIME BASIC SERIES 6: February'25 & March'25,Social & Community Events,Tampines Central CC,4.0,$
2232,WEC - Young Explorers (March 2025),Social & Community Events,Tampines Central CC,2.0,$
2233,Western Flower Arrangement,Workshops & Classes,Tampines Central CC,~110.0,$$$
2234,Wushu (HealthierSG),Fitness & Wellness,Tampines Central CC,~105.0,$$$
2235,Aromatherapy - The art of blending and mixing (Tampines Changkat),Fitness & Wellness,Tampines Changkat CC,~30.5,$
2236,Belly Dance for Children,Workshops & Classes,Tampines Changkat CC,~22.5,$
2237,Breakfast Connect: A Morning with Desmond Choo,Social & Community Events,Tampines Changkat CC,2.0,$
2238,Chair Yoga (HealthierSG) (Tampines Changkat),Fitness & Wellness,Tampines Changkat CC,~92.5,$$
2239,Creative Baking Workshop for Children,Food & Beverage,Tampines Changkat CC,~30.0,$
2240,Hand Bouquet,Workshops & Classes,Tampines Changkat CC,~37.0,$
2241,Hanmudo (HealthierSG),Fitness & Wellness,Tampines Changkat CC,~45.0,$
2242,Incredible Uses of Local Plants (HealthierSG),Workshops & Classes,Tampines Changkat CC,~22.5,$
2243,Learn Digital @ Tampines Changkat - April Workshop,Workshops & Classes,Tampines Changkat CC,0.0,Free
2244,Learn Digital @ Tampines Changkat - March Workshop,Workshops & Classes,Tampines Changkat CC,0.0,Free
2245,Modern Dance (HealthierSG),Workshops & Classes,Tampines Changkat CC,~280.0,$$$
2246,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Tampines Changkat CC,~105.0,$$$
2247,Tampines Changkat CSN Fitness Bootcamp 2025,Social & Community Events,Tampines Changkat CC,30.0,$
2248,Tampines Changkat Holi Festival 2025,Social & Community Events,Tampines Changkat CC,10.0,$
2249,Tampines Changkat Youth Network Monthly Sports Tryout (March 2025),Social & Community Events,Tampines Changkat CC,0.0,Free
2250,Yogalates (HealthierSG),Fitness & Wellness,Tampines Changkat CC,~105.0,$$$
2251,Tampines Changkat Zone 1 RN - Breaking of Fast (21 March 2025),Social & Community Events,Tampines Changkat Zone 1 RN,3.0,$
2252,Tampines Changkat Zone 2 RN HPB Resistance Band Exercises (Mar 2025),Social & Community Events,Tampines Changkat Zone 2 RN,0.0,Free
2253,Tampines Changkat Zone 2 RN HPB Yoga (Mar 2025),Social & Community Events,Tampines Changkat Zone 2 RN,0.0,Free
2254,Tampines Changkat Zone 3 RN & MAEC - Breaking of Fast on 15 March 2025,Social & Community Events,Tampines Changkat Zone 3 RN,2.0,$
2255,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Tampines Changkat Zone 4 RN,80.0,$$
2256,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Tampines Changkat Zone 4 RN,40.0,$
2257,Tampines Changkat Zone 4 RN - Hello Neighbours #3 BBQ Block Party (19 April 2025),Social & Community Events,Tampines Changkat Zone 4 RN,15.0,$
2258,Tampines Changkat Zone 4 RN - Navy Museum Tour,Social & Community Events,Tampines Changkat Zone 4 RN,10.0,$
2259,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Tampines Changkat Zone 7 RN,85.0,$$
2260,Bharathanatyam (Elementary) - Children (Tampines Changkat),Workshops & Classes,Tampines Changkat Zone 8 RN,80.0,$$
2261,Tampines Changkat Zone 8 RN - Breaking of Fast Together on 23 March 2025 (new),Social & Community Events,Tampines Changkat Zone 8 RN,5.0,$
2262,Chair Yoga (HealthierSG) (Tampines Courtview),Fitness & Wellness,Tampines Courtview RN,70.0,$$
2263,Baking for Children (Age 5 - 12),Food & Beverage,Tampines East CC,~35.0,$
2264,Belly Dance - Elementary (HealthierSG) (Tampines East),Workshops & Classes,Tampines East CC,~105.0,$$$
2265,Belly Dance - Intermediate (HealthierSG),Workshops & Classes,Tampines East CC,~105.0,$$$
2266,Bollywood Dance For Adults (HealthierSG),Workshops & Classes,Tampines East CC,~85.0,$$
2267,Cakemaking (Tampines East),Food & Beverage,Tampines East CC,~45.0,$
2268,Creative Baking for Kid Series - (22 March 2025),Social & Community Events,Tampines East CC,2.0,$
2269,Creative Baking Workshop for Children,Food & Beverage,Tampines East CC,~30.0,$
2270,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Tampines East CC,~50.4,$$
2271,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Tampines East CC,~54.4,$$
2272,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Tampines East CC,~105.0,$$$
2273,Silambam (HealthierSG),Fitness & Wellness,Tampines East CC,~85.0,$$
2274,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Tampines East CC,~35.0,$
2275,"Tampines East SPIN CLASS (TUESDAY 1,8,15,22,29 APRIL 2025)",Workshops & Classes,Tampines East CC,~40.0,$
2276,"Tampines East SPIN CLASS (TUESDAY 4,11,18,25 March 2025)",Workshops & Classes,Tampines East CC,~40.0,$
2277,Variety Cooking Workshop for Adults,Food & Beverage,Tampines East CC,~55.0,$$
2278,TEZ2 Paper Quilling for Children (20 Mar 2025),Social & Community Events,Tampines East Zone 2 RN,5.0,$
2279,TEZ3 March Holiday Balloon Sculpting Playdate (22 March),Social & Community Events,Tampines East Zone 3 RN,2.0,$
2280,TEZ4RN- Moru Doll Workshop (21 March 2025),Workshops & Classes,Tampines East Zone 4 RN,12.0,$
2281,TEZ5-Towel Origami Workshop (5 April 2025),Workshops & Classes,Tampines East Zone 5 RN,10.0,$
2282,TEZ6 Senior Porridge (6 April),Social & Community Events,Tampines East Zone 6 RN,5.0,$
2283,Tampines Eco Green,Outdoor & Nature,"Tampines Eco Green, Tampines Avenue 9 and Tampines Avenue 12",0.0,Free
2284,Tampines Grace RN - Porridge and/or Biryani Distribution - 16 March 2025,Social & Community Events,Tampines Grace RN,0.0,Free
2285,TGMRN DIY Workshop (Coin Pouch) 20 April 2025,Workshops & Classes,Tampines Green Meadows RN,2.0,$
2286,TGMRN Family Appreciation & Bonding Carnival (22 March 2025),Social & Community Events,Tampines Green Meadows RN,5.0,$
2287,20250315 Fun Walk @ Sungei Tampines,Social & Community Events,Tampines Greendew And Greenfoliage RN,0.0,Free
2288,TGR BBQ Party - Tampines Greenridges,Social & Community Events,Tampines Greenridges RN,20.0,$
2289,TEGV- Hay Diaries and Yakult Adventure (20 March 2025),Social & Community Events,Tampines Greenverge RN,12.0,$
2290,20250313 Tampines North Community Legal Clinic,Social & Community Events,Tampines North CC,0.0,Free
2291,20250315 Balance Bike Try Out,Social & Community Events,Tampines North CC,0.0,Free
2292,20250322 Mar Go Kids session @ TNCC,Social & Community Events,Tampines North CC,0.0,Free
2293,Karate (HealthierSG),Fitness & Wellness,Tampines North CC,~105.0,$$$
2294,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Tampines North CC,~60.0,$$
2295,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Tampines North CC,~65.0,$$
2296,Oil Painting,Workshops & Classes,Tampines North CC,~85.0,$$
2297,Taijiquan (HealthierSG),Fitness & Wellness,Tampines North CC,~55.0,$$
2298,TRUDANCE Ballet Grade 3,Workshops & Classes,Tampines North CC,~98.8,$$
2299,TRUDANCE Ballet Grade 5,Workshops & Classes,Tampines North CC,~90.0,$$
2300,TRUDANCE Ballet Grade 7,Workshops & Classes,Tampines North CC,~123.8,$$$
2301,Recreational Karaoke Singing and Vocal Training,Workshops & Classes,Tampines North Zone 3 RN,100.0,$$
2302,20250329 Briskwalk to Dempsey Hill,Social & Community Events,Tampines North Zone 4 RN,2.0,$
2303,20250412 Briskwalk to Chinese Garden,Social & Community Events,Tampines North Zone 4 RN,2.0,$
2304,20250405 Kee Song Factory Educational Tour,Social & Community Events,Tampines North Zone 6 RN,5.0,$
2305,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Tampines North Zone 6 RN,95.0,$$
2306,Fascia Stretch Yin Movement Therapeutic Yoga (HealthierSG),Fitness & Wellness,Tampines North Zone 7 RN,101.0,$$$
2307,Creative Baking Workshop for Children,Food & Beverage,Tampines Palmspring RN,~30.0,$
2308,Landscape Drawing & Sketching,Workshops & Classes,Tampines Palmspring RN,~191.0,$$$
2309,Recreational Karaoke Dialect Singing (Hokkien),Workshops & Classes,Tampines Park RN,80.0,$$
2310,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Tampines Spring RN,108.0,$$$
2311,Tampines Summerville Ramadan Meal Distribution - 23 Mar 2025,Social & Community Events,Tampines Summerville RN,0.0,Free
2312,Tampines Summerville RN Art Workshop: Fun Hacks with Acrylic Paint - 15 Mar 2025,Workshops & Classes,Tampines Summerville RN,3.0,$
2313,La Kopi at Weaveview RN,Social & Community Events,Tampines Weaveview RN,0.0,Free
2314,Zumba® Fitness (HealthierSG),Fitness & Wellness,Tampines Weaveview RN,36.0,$
2315,Chinese Calligraphy,Workshops & Classes,Tampines West CC,~163.0,$$$
2316,Chinese Restaurant Cooking,Food & Beverage,Tampines West CC,~125.0,$$$
2317,Indian Dance - Intermediate (Online) (HealthierSG),Workshops & Classes,Tampines West CC,~185.0,$$$
2318,Indian Dance – Elementary (Online) (HealthierSG),Workshops & Classes,Tampines West CC,~185.0,$$$
2319,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Tampines West CC,5.0,$
2320,Power Yoga (HealthierSG),Fitness & Wellness,Tampines West CC,~60.0,$$
2321,Salsation® (HealthierSG),Fitness & Wellness,Tampines West CC,~52.5,$$
2322,Tampines West CSN Cycling Interest Group: Cycling Around Tampines - 22 Mar 2025,Social & Community Events,Tampines West CC,0.0,Free
2323,Tampines West CSN Zumba Fiesta with J Lin & Deddy @OTH Community Auditorium - 29 Mar 2025,Social & Community Events,Tampines West CC,20.0,$
2324,Yin Yoga (HealthierSG),Fitness & Wellness,Tampines West CC,~60.0,$$
2325,YN Day Out to Mandai Rainforest Wild Asia,Social & Community Events,Tampines West CC,~25.0,$
2326,Aikido (HealthierSG) (Tanglin),Fitness & Wellness,Tanglin CC,~130.0,$$$
2327,Body Toning (HealthierSG) (Tanglin),Fitness & Wellness,Tanglin CC,~95.0,$$
2328,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Tanglin CC,~133.0,$$$
2329,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Tanglin CC,~133.0,$$$
2330,Health Qigong (HealthierSG),Fitness & Wellness,Tanglin CC,~70.0,$$
2331,HOOP FITNESS (HealthierSG),Fitness & Wellness,Tanglin CC,~100.0,$$
2332,Karate (HealthierSG),Fitness & Wellness,Tanglin CC,~100.0,$$
2333,Make Memories at Our Parent and Child Friendship Bracelet Workshop!,Workshops & Classes,Tanglin CC,5.0,$
2334,Manga for Teenagers (Japanese Comics),Workshops & Classes,Tanglin CC,~200.0,$$$
2335,Olympic Wrestling (HealthierSG),Fitness & Wellness,Tanglin CC,~370.0,$$$
2336,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Tanglin CC,~77.5,$$
2337,Cantonese Opera (Adult) (Tanjong Pagar),Workshops & Classes,Tanjong Pagar CC,~155.0,$$$
2338,Ceramic Art (Intermediate),Workshops & Classes,Tanjong Pagar CC,~195.0,$$$
2339,Chinese Calligraphy,Workshops & Classes,Tanjong Pagar CC,~185.0,$$$
2340,Chinese Dance (Adult) (HealthierSG),Workshops & Classes,Tanjong Pagar CC,~65.0,$$
2341,Fun with Art,Workshops & Classes,Tanjong Pagar CC,120.0,$$$
2342,Gentle Yoga (HealthierSG),Fitness & Wellness,Tanjong Pagar CC,~90.5,$$
2343,Guzheng (Adult) - Elementary,Workshops & Classes,Tanjong Pagar CC,~140.0,$$$
2344,Guzheng (Adult) - Intermediate,Workshops & Classes,Tanjong Pagar CC,~165.0,$$$
